order_id,customer_id,order_date,payment_mode,total_amount
520429,5274,9/23/2024,NetBanking,35515
520430,5295,3/16/2023,Debit Card,20000
520431,3048,8/23/2023,NetBanking,369255
520432,1101,2/3/2024,Cash on Delivery,3571
520433,2707,3/27/2025,Wallet,25779
520434,1969,12/26/2023,NetBanking,192342
520435,3022,7/1/2025,UPI,354708
520436,9916,6/20/2025,Cash on Delivery,282502
520437,8343,2/5/2025,Wallet,263359
520438,2206,10/9/2023,Wallet,135445
520439,5019,9/23/2024,Wallet,77837
520440,9096,2/10/2024,Wallet,117172
520441,2441,10/29/2023,UPI,99597
520442,7871,8/4/2025,Credit Card,297126
520443,3070,2/7/2025,NetBanking,21727
520444,774,9/28/2024,NetBanking,29989
520445,895,6/26/2022,UPI,44531
520446,2115,5/10/2025,NetBanking,172200
520447,7544,6/16/2025,Debit Card,62336
520448,8974,7/28/2025,Cash on Delivery,280714
520449,8588,6/23/2025,Cash on Delivery,12000
520450,6845,7/12/2024,Debit Card,138570
520451,8000,6/23/2025,UPI,220462
520452,6357,5/4/2025,NetBanking,59100
520453,7669,12/9/2023,Credit Card,161970
520454,1181,7/24/2024,Credit Card,383294
520455,880,1/8/2024,Debit Card,358630
520456,7919,1/11/2024,Wallet,20832
520457,5514,5/30/2024,Credit Card,257465
520458,4817,3/8/2025,Wallet,28480
520459,2018,12/12/2024,Credit Card,142749
520460,4421,1/7/2024,Debit Card,256945
520461,9677,9/12/2023,NetBanking,236791
520462,6551,6/9/2023,NetBanking,173532
520463,762,7/24/2025,Wallet,160030
520464,1713,2/14/2025,Wallet,221928
520465,1573,5/14/2024,UPI,202163
520466,6912,10/4/2023,Debit Card,539772
520467,1203,9/27/2023,Wallet,65219
520468,4662,12/17/2024,UPI,1176552
520469,3983,3/30/2024,Debit Card,50721
520470,5706,9/23/2024,Debit Card,71112
520471,7488,8/21/2022,NetBanking,16831
520472,1560,10/26/2023,UPI,120733
520473,4897,12/10/2024,NetBanking,387334
520474,7882,9/18/2024,Cash on Delivery,378202
520475,2620,10/6/2024,Wallet,74682
520476,3036,9/4/2024,Cash on Delivery,12553
520477,5881,6/29/2025,NetBanking,144236
520478,9115,11/21/2024,Cash on Delivery,668914
520479,6163,11/15/2024,Cash on Delivery,75152
520480,6122,2/9/2025,Cash on Delivery,333283
520481,1105,5/8/2025,Cash on Delivery,71881
520482,4497,1/7/2025,NetBanking,503571
520483,5782,9/17/2023,Credit Card,47219
520484,6607,12/23/2024,Debit Card,51916
520485,9541,11/30/2024,Credit Card,199014
520486,4204,5/8/2025,Debit Card,274450
520487,3104,8/19/2024,NetBanking,184858
520488,6679,1/29/2023,Debit Card,169113
520489,8693,6/21/2024,Credit Card,131728
520490,8832,7/26/2025,Debit Card,88698
520491,9811,6/2/2024,Cash on Delivery,120269
520492,4520,6/8/2025,UPI,589575
520493,7244,12/1/2024,Cash on Delivery,199364
520494,4065,1/15/2025,UPI,10800
520495,4234,7/4/2024,Cash on Delivery,488068
520496,9786,7/3/2024,Wallet,453474
520497,6711,7/2/2024,NetBanking,22903
520498,6426,4/15/2022,Debit Card,115458
520499,4517,7/26/2025,Credit Card,238093
520500,6358,1/29/2025,Debit Card,523553
520501,7197,5/18/2024,NetBanking,127800
520502,5211,12/29/2024,Debit Card,150077
520503,6633,11/9/2023,NetBanking,25475
520504,4877,12/20/2022,Credit Card,333502
520505,9431,6/7/2024,Credit Card,74693
520506,8688,10/14/2024,Debit Card,41461
520507,292,6/24/2024,Debit Card,89895
520508,8803,1/5/2023,Debit Card,111650
520509,1351,10/28/2023,Wallet,47029
520510,777,5/29/2025,UPI,133634
520511,1154,10/7/2024,NetBanking,395198
520512,4737,2/15/2023,Credit Card,94200
520513,276,5/11/2025,Cash on Delivery,79737
520514,1917,1/6/2025,Wallet,89970
520515,6605,11/6/2024,Wallet,312078
520516,1916,10/31/2024,UPI,7586
520517,6433,12/19/2024,Cash on Delivery,31920
520518,2405,12/11/2023,Wallet,87759
520519,223,4/18/2023,Wallet,65040
520520,483,7/17/2024,Credit Card,210814
520521,8017,2/11/2025,Credit Card,77056
520522,8945,3/15/2025,UPI,22992
520523,3126,6/11/2023,Wallet,216761
520524,1066,11/24/2024,Debit Card,104975
520525,7976,7/3/2025,Wallet,46577
520526,1864,4/14/2025,NetBanking,380777
520527,4462,8/6/2024,Credit Card,61452
520528,5367,1/5/2025,Cash on Delivery,13231
520529,6498,7/23/2024,Cash on Delivery,114322
520530,6749,4/2/2025,NetBanking,417024
520531,3153,1/5/2023,Cash on Delivery,60283
520532,1785,6/28/2023,Cash on Delivery,208613
520533,7187,7/24/2024,Wallet,124600
520534,5002,2/23/2024,UPI,20864
520535,7738,1/23/2023,Debit Card,161743
520536,4375,3/12/2025,Cash on Delivery,342620
520537,1168,7/1/2024,UPI,246228
520538,699,6/6/2025,NetBanking,38400
520539,5665,8/5/2024,NetBanking,109532
520540,9422,9/11/2024,UPI,215640
520541,5987,1/22/2023,Wallet,81297
520542,6767,5/22/2025,NetBanking,235200
520543,7428,5/12/2025,Cash on Delivery,252806
520544,7179,4/21/2025,NetBanking,133233
520545,5640,10/15/2023,Credit Card,147266
520546,1492,6/10/2024,Cash on Delivery,36800
520547,5584,7/31/2025,UPI,49672
520548,8316,3/31/2025,UPI,686613
520549,6282,4/14/2025,NetBanking,24000
520550,4768,8/27/2023,Cash on Delivery,31892
520551,9266,3/16/2025,UPI,40288
520552,8457,7/28/2024,Debit Card,76687
520553,830,10/15/2024,Debit Card,178134
520554,602,10/2/2024,Debit Card,100800
520555,506,5/4/2024,NetBanking,147316
520556,5672,5/4/2025,NetBanking,5465
520557,2463,5/23/2025,UPI,53173
520558,3671,11/11/2024,Debit Card,42397
520559,5956,12/13/2023,Debit Card,100867
520560,2801,11/3/2024,UPI,474419
520561,6884,3/6/2024,Debit Card,14516
520562,2814,8/11/2024,UPI,73466
520563,9769,3/27/2024,Cash on Delivery,81341
520564,8146,7/19/2024,Credit Card,735298
520565,398,6/9/2025,Credit Card,110771
520566,9665,10/3/2023,Debit Card,37062
520567,9457,6/28/2025,Cash on Delivery,341150
520568,7174,1/2/2024,Debit Card,464338
520569,2137,10/11/2024,Debit Card,5653
520570,308,10/9/2024,Wallet,70013
520571,2839,11/1/2024,NetBanking,44865
520572,8375,6/20/2023,UPI,35415
520573,4730,1/9/2025,Debit Card,576000
520574,6619,12/25/2022,Debit Card,75600
520575,1023,7/1/2023,Wallet,29700
520576,5583,10/3/2024,Debit Card,41240
520577,9816,7/11/2025,Credit Card,74388
520578,4901,8/19/2024,Credit Card,172832
520579,3573,5/24/2022,NetBanking,86100
520580,3126,3/4/2025,Wallet,256489
520581,9407,8/26/2023,Cash on Delivery,77280
520582,1745,5/21/2022,Credit Card,27227
520583,4954,6/10/2025,NetBanking,256455
520584,1866,6/5/2025,Wallet,54777
520585,2534,12/16/2024,Wallet,525075
520586,2177,12/6/2024,Credit Card,116340
520587,4904,12/13/2023,Credit Card,385850
520588,9163,6/20/2025,Wallet,153026
520589,7738,2/14/2023,NetBanking,684000
520590,984,5/24/2024,Wallet,447984
520591,7590,7/29/2024,Wallet,62550
520592,7899,8/31/2024,UPI,35851
520593,4197,5/5/2024,Debit Card,265016
520594,6254,3/23/2024,Credit Card,84896
520595,6957,11/6/2023,Wallet,235300
520596,4165,6/7/2025,Wallet,225887
520597,2064,5/24/2024,Cash on Delivery,25749
520598,4557,9/26/2024,Cash on Delivery,465538
520599,9453,5/5/2025,UPI,41866
520600,4815,5/2/2025,Credit Card,160380
520601,8140,5/28/2024,Credit Card,23040
520602,2054,6/24/2023,NetBanking,16229
520603,4814,7/31/2022,Credit Card,32283
520604,1863,11/30/2022,Credit Card,29148
520605,206,7/31/2024,NetBanking,804645
520606,5997,5/26/2025,Credit Card,32900
520607,6848,5/9/2025,Credit Card,77195
520608,5795,10/23/2024,NetBanking,308182
520609,9171,3/15/2025,Credit Card,56220
520610,319,7/2/2025,Debit Card,75660
520611,4879,4/22/2024,Credit Card,568800
520612,9398,9/18/2023,NetBanking,177031
520613,995,3/22/2025,NetBanking,30000
520614,8710,2/28/2025,Wallet,96789
520615,3855,6/22/2025,Cash on Delivery,373794
520616,1673,3/31/2025,Debit Card,387238
520617,2898,2/23/2024,UPI,50669
520618,9171,12/26/2024,Cash on Delivery,143086
520619,6018,7/6/2025,Wallet,199834
520620,1046,10/14/2022,NetBanking,75220
520621,8966,2/7/2025,NetBanking,174450
520622,320,8/2/2023,Wallet,165834
520623,7352,5/7/2025,Wallet,30175
520624,495,6/16/2025,Credit Card,233172
520625,7395,7/17/2024,Cash on Delivery,325370
520626,1524,11/25/2024,Credit Card,309320
520627,5565,10/26/2024,UPI,663028
520628,8750,4/24/2022,Credit Card,273072
520629,4024,2/19/2025,Credit Card,43666
520630,1928,9/30/2024,UPI,50067
520631,5641,9/3/2023,Cash on Delivery,534000
520632,2781,3/10/2025,NetBanking,56574
520633,9931,12/8/2024,Cash on Delivery,11400
520634,9050,11/5/2024,Credit Card,27749
520635,6660,11/6/2023,Credit Card,11633
520636,8748,9/17/2024,NetBanking,106142
520637,9459,7/31/2025,Debit Card,35952
520638,7555,9/5/2022,UPI,89246
520639,6199,6/28/2024,Wallet,53767
520640,3165,4/19/2023,NetBanking,916616
520641,3186,3/1/2024,NetBanking,142392
520642,1089,4/12/2024,Wallet,33989
520643,9565,2/14/2025,Cash on Delivery,423756
520644,5891,5/16/2025,NetBanking,420046
520645,4179,10/25/2023,Credit Card,136717
520646,2927,6/4/2025,Wallet,71957
520647,6064,3/8/2023,Wallet,234921
520648,9561,5/14/2023,Cash on Delivery,1041360
520649,6808,9/26/2023,UPI,34641
520650,6855,12/28/2023,Debit Card,97743
520651,2568,8/29/2024,Credit Card,241727
520652,8463,6/2/2024,Wallet,127470
520653,2469,11/25/2024,Debit Card,111213
520654,530,1/6/2025,Wallet,352182
520655,6540,3/10/2025,Debit Card,259915
520656,849,9/8/2023,Cash on Delivery,11119
520657,282,9/4/2024,NetBanking,96229
520658,6776,9/3/2024,Credit Card,13175
520659,7793,12/7/2024,Wallet,132266
520660,9478,1/11/2025,NetBanking,766098
520661,2918,12/18/2024,Wallet,125642
520662,1822,5/29/2024,Credit Card,51359
520663,424,9/18/2024,Debit Card,109336
520664,9763,5/21/2025,Wallet,948155
520665,1993,5/25/2025,Cash on Delivery,42506
520666,8189,2/13/2025,Debit Card,39200
520667,8302,7/14/2024,Debit Card,209157
520668,7911,3/21/2023,NetBanking,312066
520669,131,6/17/2025,Debit Card,165809
520670,1368,10/24/2024,UPI,8229
520671,5962,8/19/2024,Wallet,32349
520672,1312,8/2/2024,Debit Card,196211
520673,1861,9/12/2023,Cash on Delivery,900787
520674,6543,9/19/2023,Credit Card,117363
520675,1134,1/11/2024,Wallet,542495
520676,8137,12/12/2024,Wallet,27650
520677,4756,11/29/2024,Wallet,37096
520678,6349,1/26/2024,NetBanking,368090
520679,8734,9/21/2023,Credit Card,203828
520680,9455,7/15/2024,Debit Card,272743
520681,7961,10/23/2024,Credit Card,469301
520682,9951,7/29/2024,UPI,511229
520683,7162,6/20/2024,Cash on Delivery,29140
520684,7034,1/29/2025,Credit Card,15626
520685,277,12/18/2024,Debit Card,60405
520686,806,7/21/2024,UPI,58800
520687,6774,10/18/2024,NetBanking,20719
520688,1084,7/18/2024,NetBanking,31500
520689,5463,5/6/2023,Cash on Delivery,210241
520690,5026,2/1/2024,NetBanking,386879
520691,3643,3/19/2024,Credit Card,1392
520692,715,7/18/2025,UPI,52287
520693,2755,4/17/2024,NetBanking,34301
520694,7629,4/9/2024,Credit Card,85190
520695,7594,10/4/2023,Wallet,88206
520696,2144,12/29/2024,Credit Card,284310
520697,8196,1/10/2025,Wallet,17748
520698,9420,8/21/2024,Wallet,628497
520699,7236,3/19/2023,Debit Card,99523
520700,4768,1/31/2023,UPI,153290
520701,4474,2/27/2025,Wallet,101168
520702,9288,2/20/2025,Credit Card,79862
520703,6996,2/6/2025,UPI,227966
520704,1343,4/6/2024,Wallet,20766
520705,7576,5/5/2025,Debit Card,183579
520706,9737,3/11/2024,Debit Card,180513
520707,5063,12/7/2024,NetBanking,143761
520708,6572,3/5/2025,Credit Card,85310
520709,1439,2/5/2024,NetBanking,67597
520710,241,4/27/2025,Wallet,86555
520711,8183,7/31/2022,Wallet,92625
520712,9617,2/21/2024,Wallet,123823
520713,4618,8/3/2024,UPI,12613
520714,1309,9/2/2024,UPI,830707
520715,8,5/1/2025,UPI,328983
520716,4741,3/14/2025,UPI,90933
520717,1411,4/26/2025,NetBanking,261419
520718,6155,8/30/2023,UPI,68064
520719,3716,12/27/2024,UPI,143580
520720,3430,7/8/2024,NetBanking,3410
520721,5658,6/8/2024,Credit Card,72068
520722,9933,2/18/2025,Debit Card,53168
520723,8696,5/7/2023,Debit Card,27588
520724,3471,8/21/2022,Debit Card,169152
520725,4442,3/30/2024,Cash on Delivery,107520
520726,1524,5/17/2025,UPI,40941
520727,4684,4/24/2025,Cash on Delivery,43693
520728,975,5/19/2024,NetBanking,18913
520729,9384,6/17/2025,Debit Card,463211
520730,2547,11/6/2024,UPI,102956
520731,9912,1/30/2025,Credit Card,201143
520732,9041,7/11/2025,Wallet,287833
520733,9201,7/17/2023,Credit Card,116400
520734,2697,5/26/2024,Wallet,176899
520735,5062,5/23/2024,UPI,82916
520736,7016,7/8/2023,NetBanking,597612
520737,5471,6/12/2024,NetBanking,98684
520738,5080,12/15/2024,Credit Card,65507
520739,8596,5/7/2025,Credit Card,290660
520740,9750,1/14/2025,Debit Card,463206
520741,4590,8/7/2025,UPI,32550
520742,4116,7/2/2025,Wallet,68414
520743,739,9/29/2023,Cash on Delivery,415053
520744,1074,1/27/2024,Debit Card,49365
520745,6347,1/22/2025,NetBanking,110920
520746,6418,7/14/2023,Cash on Delivery,85703
520747,4739,11/1/2024,Credit Card,188069
520748,667,2/10/2025,Cash on Delivery,200774
520749,149,2/18/2025,Cash on Delivery,20259
520750,3335,11/27/2022,Debit Card,59219
520751,8144,5/16/2023,NetBanking,213873
520752,6882,5/16/2025,Cash on Delivery,48503
520753,6273,1/18/2024,Debit Card,71600
520754,5098,2/26/2024,Credit Card,309293
520755,8913,8/22/2024,Debit Card,570000
520756,941,6/9/2025,Cash on Delivery,434334
520757,1650,10/2/2024,UPI,79486
520758,4883,2/12/2023,Cash on Delivery,409500
520759,2380,7/13/2025,NetBanking,75010
520760,8699,8/31/2024,UPI,245238
520761,2301,7/27/2023,Credit Card,61100
520762,257,3/17/2025,Cash on Delivery,67167
520763,8597,7/22/2023,Credit Card,14990
520764,2293,2/10/2024,UPI,85539
520765,796,2/1/2025,NetBanking,7967
520766,7958,7/1/2024,Credit Card,54074
520767,1064,1/6/2024,Debit Card,218168
520768,572,6/3/2024,Wallet,5040
520769,6216,5/27/2025,Cash on Delivery,347950
520770,5998,4/12/2024,NetBanking,329986
520771,9407,8/9/2023,Debit Card,601328
520772,8768,7/16/2023,UPI,158343
520773,2622,12/23/2024,Cash on Delivery,18620
520774,2085,5/24/2024,Credit Card,13466
520775,6780,2/8/2024,NetBanking,131467
520776,5950,2/7/2023,UPI,12392
520777,476,8/31/2024,Cash on Delivery,40822
520778,4145,2/5/2025,UPI,148111
520779,7119,11/4/2022,Debit Card,336827
520780,1885,11/1/2024,Cash on Delivery,120371
520781,9704,11/22/2023,UPI,58284
520782,7719,9/23/2024,UPI,135000
520783,4732,5/30/2024,Credit Card,85779
520784,1057,11/17/2024,Credit Card,67200
520785,8081,2/17/2024,Cash on Delivery,144543
520786,8333,7/27/2025,Wallet,39568
520787,4416,6/21/2025,UPI,115360
520788,3230,7/13/2024,Debit Card,42589
520789,2222,9/29/2024,UPI,45359
520790,8359,6/28/2024,NetBanking,6111
520791,3233,6/13/2025,Debit Card,5278
520792,9823,12/5/2022,NetBanking,732539
520793,6531,2/12/2024,Debit Card,47256
520794,9871,6/30/2025,UPI,35000
520795,5945,1/11/2025,Wallet,526396
520796,4731,11/1/2023,Credit Card,149073
520797,6207,4/17/2024,Debit Card,59463
520798,1562,11/25/2023,Wallet,58542
520799,4496,8/9/2025,Credit Card,623875
520800,937,2/7/2025,NetBanking,135800
520801,2132,4/22/2025,Credit Card,209173
520802,8407,10/29/2024,Wallet,65197
520803,560,4/25/2024,Credit Card,12984
520804,9710,7/23/2025,Credit Card,110226
520805,6292,11/14/2023,Cash on Delivery,75790
520806,7552,8/11/2024,Debit Card,59651
520807,3675,3/12/2025,Cash on Delivery,262088
520808,9404,2/5/2025,Cash on Delivery,47612
520809,9844,8/29/2024,Debit Card,577126
520810,3450,4/3/2025,Cash on Delivery,14345
520811,3367,6/18/2023,Debit Card,699338
520812,5340,7/27/2024,UPI,375682
520813,4905,6/30/2025,Credit Card,121532
520814,4205,6/2/2024,Cash on Delivery,14121
520815,9400,1/26/2024,Debit Card,422410
520816,1747,4/28/2024,Debit Card,687982
520817,2565,3/5/2023,Debit Card,12637
520818,4857,3/2/2025,NetBanking,138227
520819,6311,6/19/2025,UPI,134772
520820,2917,5/21/2025,Credit Card,4312
520821,5081,9/29/2024,Debit Card,181244
520822,480,9/4/2024,Debit Card,218528
520823,4379,3/15/2024,NetBanking,589248
520824,1002,5/21/2022,Cash on Delivery,1601
520825,9225,10/26/2024,Cash on Delivery,252869
520826,880,5/18/2024,Credit Card,5414
520827,4188,2/2/2025,Credit Card,16523
520828,7362,12/29/2024,NetBanking,471878
520829,7803,5/21/2024,Debit Card,54971
520830,1823,6/6/2025,Wallet,3007
520831,5131,1/8/2024,UPI,226813
520832,3576,2/24/2024,UPI,264544
520833,3184,2/1/2024,Credit Card,438106
520834,3512,5/13/2025,Cash on Delivery,272820
520835,8547,5/27/2024,Wallet,6848
520836,9051,1/10/2025,UPI,234376
520837,2685,5/17/2024,Cash on Delivery,123025
520838,499,2/21/2025,UPI,179279
520839,2537,6/9/2024,UPI,53400
520840,2785,12/1/2023,Debit Card,37407
520841,5374,8/27/2024,NetBanking,24129
520842,7301,6/14/2025,Debit Card,40640
520843,748,3/25/2025,NetBanking,19992
520844,3212,3/22/2025,Debit Card,72222
520845,7950,11/13/2024,Cash on Delivery,94121
520846,7580,8/16/2024,NetBanking,86625
520847,7012,3/4/2025,Wallet,414830
520848,9832,7/9/2025,Debit Card,49299
520849,4817,5/3/2023,Cash on Delivery,120728
520850,242,3/18/2024,Debit Card,47311
520851,3860,4/11/2025,Credit Card,41116
520852,4140,7/19/2025,Cash on Delivery,75554
520853,5754,6/16/2024,Debit Card,63243
520854,1472,12/18/2024,Wallet,445597
520855,3311,7/3/2024,Wallet,83984
520856,5257,8/11/2025,Wallet,124666
520857,4019,3/30/2025,Wallet,46010
520858,5988,4/4/2025,Credit Card,121360
520859,1141,7/29/2025,Cash on Delivery,42824
520860,24,6/12/2025,NetBanking,535942
520861,3022,10/11/2024,Cash on Delivery,27014
520862,7093,12/8/2024,Cash on Delivery,316091
520863,9965,5/29/2025,Credit Card,832716
520864,4267,9/1/2024,Cash on Delivery,239058
520865,1229,7/30/2024,NetBanking,43174
520866,937,5/22/2025,Cash on Delivery,127317
520867,5157,2/2/2024,NetBanking,226246
520868,6372,12/21/2024,Debit Card,73382
520869,2390,7/13/2025,NetBanking,192270
520870,4820,2/6/2025,NetBanking,597582
520871,1714,1/11/2025,UPI,266133
520872,3994,7/21/2024,NetBanking,186747
520873,604,11/20/2024,NetBanking,568403
520874,361,7/23/2025,Wallet,14269
520875,3953,12/31/2024,Debit Card,135290
520876,2119,9/27/2024,UPI,124555
520877,6199,8/2/2025,UPI,17169
520878,6726,1/30/2024,Wallet,238578
520879,5128,11/11/2024,NetBanking,59782
520880,963,7/6/2023,Cash on Delivery,226660
520881,4567,11/18/2023,Debit Card,647888
520882,5402,12/2/2023,NetBanking,113001
520883,8716,7/21/2025,UPI,236598
520884,1364,6/24/2023,NetBanking,231423
520885,7262,3/7/2024,Debit Card,465647
520886,5329,5/3/2025,UPI,734994
520887,9226,6/11/2025,Debit Card,141846
520888,2294,5/13/2024,NetBanking,183135
520889,3082,8/11/2025,Cash on Delivery,84098
520890,9124,8/27/2023,Debit Card,54762
520891,1233,6/25/2025,Wallet,350122
520892,9479,7/23/2024,Credit Card,206400
520893,5463,2/16/2024,Credit Card,36737
520894,4758,2/26/2023,Wallet,121106
520895,8641,12/22/2023,Wallet,25650
520896,1476,9/25/2024,Wallet,12055
520897,2240,10/22/2022,UPI,241131
520898,4113,10/24/2024,Debit Card,35867
520899,833,4/14/2024,Debit Card,209926
520900,8097,3/25/2025,Credit Card,134308
520901,6523,3/18/2024,Wallet,202514
520902,1976,9/16/2023,Debit Card,71456
520903,8295,3/24/2025,Debit Card,302223
520904,7337,11/27/2024,Wallet,88224
520905,3582,11/14/2024,Cash on Delivery,133000
520906,9605,4/2/2025,Cash on Delivery,117600
520907,9135,11/17/2023,UPI,424759
520908,8946,7/10/2022,NetBanking,187745
520909,3835,7/5/2024,Debit Card,77327
520910,3123,6/21/2024,NetBanking,161318
520911,2067,9/10/2024,UPI,97773
520912,8263,5/26/2025,NetBanking,748414
520913,8221,3/23/2025,Credit Card,240202
520914,6903,4/13/2024,Debit Card,103704
520915,4374,10/12/2023,Credit Card,46754
520916,5812,8/8/2025,Wallet,305768
520917,3891,10/22/2023,Wallet,41818
520918,2559,6/30/2025,Cash on Delivery,224269
520919,911,9/1/2024,Cash on Delivery,26304
520920,2226,12/7/2024,Credit Card,131706
520921,6474,5/21/2024,UPI,126745
520922,909,7/16/2024,Credit Card,395078
520923,4687,10/2/2024,UPI,39366
520924,9783,3/4/2024,UPI,250157
520925,1506,2/2/2023,Debit Card,7935
520926,1738,4/28/2025,Credit Card,163156
520927,6883,9/25/2023,UPI,141790
520928,9094,3/27/2025,Credit Card,6586
520929,3314,5/18/2025,Wallet,49519
520930,9584,10/2/2023,Wallet,26545
520931,573,6/29/2025,Credit Card,55203
520932,9449,8/28/2024,Wallet,458110
520933,3576,11/1/2023,Debit Card,226500
520934,8974,9/20/2024,UPI,32298
520935,9134,7/18/2024,NetBanking,201186
520936,3071,7/24/2024,Credit Card,328531
520937,710,10/30/2024,Cash on Delivery,36682
520938,5587,7/22/2023,NetBanking,171323
520939,9492,4/12/2024,UPI,95352
520940,7364,10/25/2024,Debit Card,21120
520941,7857,6/17/2025,Wallet,209855
520942,8434,11/23/2022,Debit Card,572759
520943,2746,4/21/2023,NetBanking,33762
520944,951,2/5/2023,NetBanking,26840
520945,663,11/7/2024,UPI,98376
520946,8879,4/13/2025,Wallet,308412
520947,2062,3/3/2025,Credit Card,51452
520948,8139,3/2/2024,Debit Card,20293
520949,2874,3/28/2023,Credit Card,298831
520950,8900,2/14/2025,UPI,91891
520951,3707,10/7/2024,Wallet,16744
520952,9496,6/8/2024,Credit Card,562314
520953,9945,4/16/2025,Wallet,575187
520954,4017,4/25/2023,Cash on Delivery,17122
520955,8137,8/24/2023,NetBanking,77041
520956,6706,3/27/2023,Cash on Delivery,7236
520957,9382,8/2/2025,UPI,354798
520958,4432,10/4/2022,Wallet,76076
520959,5710,6/1/2024,NetBanking,87679
520960,6162,6/30/2025,Debit Card,7747
520961,9406,7/18/2025,UPI,274130
520962,7440,6/9/2025,NetBanking,123258
520963,5216,6/7/2025,Cash on Delivery,84044
520964,6373,4/11/2025,Cash on Delivery,241806
520965,1688,6/20/2023,Cash on Delivery,116879
520966,5144,12/19/2022,Cash on Delivery,48145
520967,8262,6/5/2023,Cash on Delivery,909055
520968,4428,2/11/2025,UPI,12000
520969,43,6/21/2024,Debit Card,16358
520970,5741,2/10/2023,Debit Card,5743
520971,1811,12/5/2024,Debit Card,297101
520972,1766,9/21/2024,NetBanking,379313
520973,8835,6/3/2022,Debit Card,83862
520974,3519,5/5/2025,Debit Card,455354
520975,4165,8/27/2024,NetBanking,105891
520976,2709,8/18/2023,UPI,6394
520977,8825,4/24/2023,Credit Card,130080
520978,9986,3/8/2025,Cash on Delivery,907000
520979,98,1/14/2025,Cash on Delivery,9428
520980,9606,6/15/2025,NetBanking,8263
520981,8080,6/28/2024,Credit Card,26130
520982,1085,10/3/2022,Debit Card,204231
520983,6808,10/7/2023,Wallet,121642
520984,7846,9/16/2023,NetBanking,20292
520985,5160,1/13/2024,NetBanking,78304
520986,5766,3/18/2025,Credit Card,84515
520987,9557,11/28/2024,Cash on Delivery,28750
520988,1558,9/2/2024,Credit Card,21349
520989,1874,12/2/2024,Debit Card,38269
520990,6409,11/2/2024,Wallet,91519
520991,4870,3/16/2025,Wallet,13429
520992,7910,7/2/2025,Cash on Delivery,70387
520993,6465,2/9/2025,Wallet,339262
520994,9195,2/20/2025,Debit Card,67049
520995,239,4/10/2022,NetBanking,156773
520996,6765,3/15/2025,NetBanking,207978
520997,6879,3/9/2025,Wallet,317533
520998,4289,12/12/2023,NetBanking,223686
520999,8768,9/15/2024,Cash on Delivery,9616
521000,8772,6/22/2025,Credit Card,112538
521001,4445,7/27/2025,Cash on Delivery,20000
521002,4553,10/30/2024,Debit Card,110513
521003,153,8/14/2023,Wallet,326294
521004,381,8/14/2022,Credit Card,181528
521005,5351,1/7/2025,UPI,78690
521006,2717,10/27/2024,UPI,314979
521007,1151,2/2/2024,Wallet,295890
521008,3065,6/22/2024,Credit Card,250691
521009,968,5/12/2024,UPI,887914
521010,8763,1/6/2024,Wallet,208561
521011,7496,11/9/2024,Credit Card,25376
521012,6739,11/14/2023,Debit Card,9936
521013,6602,7/12/2024,Cash on Delivery,14278
521014,1154,11/20/2024,NetBanking,511418
521015,6392,1/10/2025,Wallet,66842
521016,3122,6/12/2023,Credit Card,556118
521017,7735,9/27/2023,Debit Card,108784
521018,4022,5/16/2025,Cash on Delivery,23977
521019,7243,4/25/2025,Debit Card,117115
521020,4090,5/30/2023,NetBanking,121287
521021,5074,9/8/2024,Wallet,1210949
521022,3730,6/25/2024,Cash on Delivery,109502
521023,6430,10/20/2023,Cash on Delivery,152738
521024,8245,7/30/2024,NetBanking,229166
521025,5763,7/29/2024,UPI,627588
521026,2585,11/25/2024,Credit Card,253340
521027,9520,5/9/2023,Cash on Delivery,278928
521028,2504,4/15/2023,Debit Card,87414
521029,9715,2/6/2025,Credit Card,207983
521030,9614,11/27/2023,NetBanking,30839
521031,4569,7/11/2025,NetBanking,103334
521032,2336,6/12/2024,UPI,25966
521033,5278,12/7/2023,Debit Card,75855
521034,898,8/3/2024,Credit Card,21827
521035,8408,6/12/2024,Credit Card,119482
521036,7399,6/25/2025,UPI,13861
521037,9366,8/19/2024,UPI,98040
521038,8034,3/9/2023,Credit Card,188444
521039,73,12/28/2024,Cash on Delivery,63041
521040,4918,11/15/2024,Wallet,22276
521041,111,5/7/2025,Credit Card,406868
521042,4302,1/12/2024,Cash on Delivery,456194
521043,4971,4/12/2025,Cash on Delivery,7852
521044,1867,6/5/2025,Credit Card,130130
521045,5477,1/6/2025,Debit Card,246623
521046,9338,7/25/2024,Debit Card,148491
521047,2961,2/11/2025,NetBanking,44429
521048,9922,1/17/2024,Debit Card,61837
521049,1612,3/2/2024,Wallet,70880
521050,6231,8/16/2023,Wallet,229030
521051,1094,3/12/2023,Cash on Delivery,67182
521052,6028,4/9/2025,Cash on Delivery,376422
521053,1403,2/28/2024,UPI,320659
521054,127,9/6/2024,Wallet,391302
521055,3683,6/5/2024,Wallet,168303
521056,7057,4/23/2025,Debit Card,107257
521057,1368,4/24/2023,Debit Card,29020
521058,2970,1/10/2025,Wallet,6004
521059,6847,3/18/2025,Wallet,75130
521060,6603,6/9/2024,Wallet,54324
521061,3687,12/1/2024,Credit Card,139559
521062,6355,9/16/2024,NetBanking,421213
521063,9660,10/28/2024,UPI,17097
521064,6942,7/21/2025,UPI,317426
521065,2949,11/14/2023,Cash on Delivery,289802
