Return_ID,Order_ID,Reason,Return_Date
901903,503695,Size/Fit Issue,5/31/2024
901904,528274,Arrived Late,4/7/2025
901905,520083,Quality Not As Expected,4/12/2025
901906,503704,Arrived Late,6/14/2025
901907,520088,Damaged/Defective,8/24/2022
901908,511902,Damaged/Defective,7/26/2025
901909,511906,Size/Fit Issue,6/2/2024
901910,511907,Quality Not As Expected,4/25/2024
901911,520099,Quality Not As Expected,8/27/2023
901912,520100,Damaged/Defective,7/14/2024
901913,520102,Damaged/Defective,4/14/2023
901914,511911,Changed Mind,3/26/2023
901915,528296,Damaged/Defective,4/11/2024
901916,511909,Changed Mind,8/17/2023
901917,528294,Damaged/Defective,6/3/2025
901918,520109,Wrong Item Delivered,1/2/2025
901919,511920,Quality Not As Expected,3/15/2025
901920,503732,Changed Mind,3/30/2023
901921,520120,Changed Mind,5/10/2022
901922,503737,Damaged/Defective,9/3/2023
901923,511929,Size/Fit Issue,12/1/2023
901924,511932,Damaged/Defective,5/4/2025
901925,503741,Quality Not As Expected,3/3/2025
901926,520125,Changed Mind,5/23/2025
901927,528320,Arrived Late,3/10/2025
901928,520128,Changed Mind,5/29/2024
901929,528323,Wrong Item Delivered,7/19/2024
901930,511939,Wrong Item Delivered,1/12/2025
901931,511940,Wrong Item Delivered,1/3/2025
901932,528324,Quality Not As Expected,3/20/2024
901933,520135,Quality Not As Expected,4/10/2024
901934,520138,Damaged/Defective,7/24/2024
901935,528333,Damaged/Defective,12/21/2023
901936,528337,Damaged/Defective,8/6/2024
901937,520147,Wrong Item Delivered,5/20/2024
901938,520148,Wrong Item Delivered,5/15/2024
901939,511955,Quality Not As Expected,12/13/2024
901940,520150,Changed Mind,7/12/2023
901941,528347,Wrong Item Delivered,11/22/2024
901942,528354,Changed Mind,9/28/2024
901943,511982,Changed Mind,12/19/2024
901944,511983,Size/Fit Issue,6/28/2024
901945,520177,Changed Mind,5/28/2024
901946,520178,Changed Mind,4/26/2025
901947,503796,Damaged/Defective,1/14/2024
901948,503797,Wrong Item Delivered,8/10/2024
901949,528374,Quality Not As Expected,1/10/2025
901950,528379,Arrived Late,8/5/2023
901951,511995,Wrong Item Delivered,4/4/2025
901952,528381,Quality Not As Expected,2/18/2024
901953,511998,Wrong Item Delivered,4/13/2024
901954,503803,Wrong Item Delivered,2/2/2024
901955,520192,Damaged/Defective,11/30/2023
901956,520189,Quality Not As Expected,5/31/2025
901957,512002,Arrived Late,1/31/2025
901958,503804,Arrived Late,8/28/2023
901959,520196,Size/Fit Issue,6/15/2024
901960,503812,Quality Not As Expected,3/24/2025
901961,528390,Size/Fit Issue,1/2/2025
901962,503815,Arrived Late,5/23/2024
901963,528392,Damaged/Defective,12/29/2023
901964,512008,Changed Mind,12/30/2024
901965,520202,Quality Not As Expected,9/25/2024
901966,503814,Wrong Item Delivered,9/23/2024
901967,503822,Arrived Late,11/7/2024
901968,503825,Wrong Item Delivered,1/1/2025
901969,512023,Size/Fit Issue,7/2/2024
901970,528411,Arrived Late,5/9/2024
901971,520220,Wrong Item Delivered,4/6/2025
901972,512028,Wrong Item Delivered,3/13/2025
901973,503838,Size/Fit Issue,5/10/2025
901974,520222,Arrived Late,10/14/2024
901975,520223,Changed Mind,6/16/2025
901976,528413,Changed Mind,4/17/2025
901977,512035,Wrong Item Delivered,10/11/2024
901978,520228,Changed Mind,6/9/2024
901979,503847,Size/Fit Issue,3/24/2023
901980,520231,Arrived Late,11/27/2024
901981,528432,Wrong Item Delivered,8/16/2023
901982,520240,Changed Mind,1/16/2024
901983,520242,Damaged/Defective,4/17/2025
901984,503859,Changed Mind,5/25/2024
901985,520244,Changed Mind,11/25/2024
901986,512057,Size/Fit Issue,10/28/2023
901987,520251,Damaged/Defective,7/8/2023
901988,503870,Size/Fit Issue,5/18/2023
901989,503872,Arrived Late,8/21/2024
901990,528452,Quality Not As Expected,7/29/2025
901991,503876,Size/Fit Issue,10/25/2024
901992,528454,Size/Fit Issue,8/2/2024
901993,503880,Quality Not As Expected,6/22/2024
901994,512074,Arrived Late,5/28/2024
901995,512075,Damaged/Defective,4/20/2024
901996,512076,Wrong Item Delivered,8/24/2024
901997,520269,Size/Fit Issue,5/11/2025
901998,512077,Arrived Late,3/18/2025
901999,528458,Quality Not As Expected,5/24/2024
902000,512081,Changed Mind,1/31/2025
902001,528469,Quality Not As Expected,10/6/2024
902002,512086,Wrong Item Delivered,6/2/2023
902003,512087,Wrong Item Delivered,2/6/2025
902004,528472,Quality Not As Expected,7/18/2024
902005,503902,Arrived Late,12/17/2023
902006,528478,Quality Not As Expected,4/1/2025
902007,520296,Changed Mind,3/3/2024
902008,503913,Changed Mind,11/30/2022
902009,512105,Changed Mind,3/9/2024
902010,512107,Quality Not As Expected,8/4/2024
902011,503918,Wrong Item Delivered,8/17/2025
902012,512110,Size/Fit Issue,1/11/2024
902013,528499,Size/Fit Issue,9/2/2024
902014,503924,Damaged/Defective,10/22/2024
902015,520309,Changed Mind,7/16/2024
902016,528502,Wrong Item Delivered,5/5/2023
902017,528504,Damaged/Defective,8/28/2023
902018,520313,Size/Fit Issue,8/22/2025
902019,528506,Size/Fit Issue,11/1/2024
902020,512126,Wrong Item Delivered,3/16/2025
902021,528514,Arrived Late,5/12/2025
902022,503938,Wrong Item Delivered,6/13/2024
902023,520326,Size/Fit Issue,1/31/2024
902024,528522,Size/Fit Issue,8/25/2025
902025,503952,Changed Mind,3/17/2024
902026,503955,Damaged/Defective,7/11/2022
902027,512148,Quality Not As Expected,9/15/2024
902028,528532,Wrong Item Delivered,5/27/2025
902029,520342,Arrived Late,1/30/2025
902030,503961,Wrong Item Delivered,8/13/2024
902031,528539,Wrong Item Delivered,3/21/2025
902032,512156,Wrong Item Delivered,6/22/2025
902033,520348,Changed Mind,2/8/2025
902034,528540,Quality Not As Expected,11/9/2024
902035,520355,Quality Not As Expected,2/15/2022
902036,528547,Quality Not As Expected,12/20/2024
902037,503972,Arrived Late,8/4/2024
902038,528551,Size/Fit Issue,12/6/2024
902039,520360,Quality Not As Expected,10/1/2023
902040,512169,Changed Mind,8/5/2025
902041,528554,Size/Fit Issue,8/8/2023
902042,528553,Wrong Item Delivered,8/2/2025
902043,503980,Quality Not As Expected,6/2/2025
902044,520363,Changed Mind,7/23/2024
902045,503984,Arrived Late,8/30/2025
902046,528561,Size/Fit Issue,3/21/2025
902047,520370,Size/Fit Issue,4/6/2025
902048,512176,Wrong Item Delivered,11/20/2023
902049,503994,Wrong Item Delivered,11/14/2024
902050,503995,Wrong Item Delivered,9/22/2024
902051,503997,Changed Mind,1/8/2025
902052,504000,Arrived Late,5/3/2024
902053,512195,Quality Not As Expected,5/3/2025
902054,504004,Wrong Item Delivered,2/2/2025
902055,520387,Quality Not As Expected,4/6/2025
902056,512201,Damaged/Defective,9/24/2024
902057,504010,Arrived Late,7/3/2023
902058,528589,Size/Fit Issue,4/2/2025
902059,520401,Size/Fit Issue,7/11/2025
902060,528595,Wrong Item Delivered,6/12/2022
902061,512213,Damaged/Defective,8/26/2025
902062,520405,Damaged/Defective,5/10/2023
902063,528597,Quality Not As Expected,12/17/2024
902064,528603,Wrong Item Delivered,4/9/2025
902065,520412,Wrong Item Delivered,1/11/2024
902066,512219,Arrived Late,3/13/2023
902067,520416,Wrong Item Delivered,4/17/2024
902068,520419,Arrived Late,5/7/2024
902069,528616,Wrong Item Delivered,1/13/2025
902070,520425,Wrong Item Delivered,10/16/2022
902071,504045,Changed Mind,8/23/2024
902072,504046,Arrived Late,4/9/2025
902073,512239,Damaged/Defective,11/16/2024
902074,528627,Changed Mind,2/12/2025
902075,528629,Size/Fit Issue,10/6/2024
902076,504056,Damaged/Defective,2/29/2024
902077,520441,Size/Fit Issue,11/19/2023
902078,504066,Size/Fit Issue,11/13/2024
902079,512258,Changed Mind,6/30/2025
902080,520457,Size/Fit Issue,5/31/2024
902081,528651,Wrong Item Delivered,8/24/2024
902082,528653,Changed Mind,1/19/2024
902083,528654,Damaged/Defective,5/17/2023
902084,512272,Size/Fit Issue,1/15/2024
902085,528657,Size/Fit Issue,8/18/2023
902086,504082,Quality Not As Expected,7/2/2025
902087,512276,Damaged/Defective,2/5/2025
902088,520469,Wrong Item Delivered,4/15/2024
902089,504084,Quality Not As Expected,6/24/2024
902090,504089,Arrived Late,2/11/2023
902091,528666,Arrived Late,11/26/2024
902092,528668,Quality Not As Expected,6/26/2024
902093,504096,Size/Fit Issue,4/22/2025
902094,528672,Arrived Late,8/25/2024
902095,504098,Wrong Item Delivered,4/5/2025
902096,504099,Changed Mind,4/18/2024
902097,512293,Wrong Item Delivered,6/25/2024
902098,528680,Damaged/Defective,10/26/2024
902099,512297,Damaged/Defective,6/7/2025
902100,528682,Damaged/Defective,9/19/2023
902101,512298,Wrong Item Delivered,12/9/2024
902102,504109,Damaged/Defective,7/25/2025
902103,520494,Wrong Item Delivered,1/26/2025
902104,528688,Arrived Late,12/23/2023
902105,528692,Size/Fit Issue,10/5/2023
902106,504117,Wrong Item Delivered,8/7/2024
902107,512308,Changed Mind,5/9/2022
902108,528698,Wrong Item Delivered,10/9/2024
902109,520509,Wrong Item Delivered,11/19/2023
902110,528702,Size/Fit Issue,4/8/2025
902111,512320,Wrong Item Delivered,11/29/2024
902112,520512,Size/Fit Issue,3/14/2023
902113,512322,Arrived Late,11/29/2024
902114,512323,Wrong Item Delivered,5/22/2025
902115,528710,Changed Mind,5/19/2025
902116,520519,Quality Not As Expected,5/17/2023
902117,512329,Changed Mind,1/7/2025
902118,520523,Wrong Item Delivered,7/5/2023
902119,520529,Changed Mind,7/29/2024
902120,520530,Size/Fit Issue,4/9/2025
902121,504146,Quality Not As Expected,8/25/2024
902122,504148,Damaged/Defective,6/11/2023
902123,520543,Quality Not As Expected,5/26/2025
902124,520545,Damaged/Defective,10/23/2023
902125,512354,Size/Fit Issue,5/31/2025
902126,520546,Wrong Item Delivered,7/6/2024
902127,512357,Damaged/Defective,4/19/2024
902128,520552,Arrived Late,8/17/2024
902129,512360,Changed Mind,12/3/2024
902130,528749,Damaged/Defective,11/10/2024
902131,504174,Arrived Late,2/5/2024
902132,512368,Quality Not As Expected,11/14/2024
902133,504178,Damaged/Defective,5/29/2025
902134,528755,Size/Fit Issue,5/18/2023
902135,512371,Wrong Item Delivered,1/3/2024
902136,520565,Quality Not As Expected,7/2/2025
902137,520568,Size/Fit Issue,1/26/2024
902138,528763,Arrived Late,4/6/2025
902139,504188,Damaged/Defective,10/15/2023
902140,528764,Wrong Item Delivered,9/16/2024
902141,528765,Wrong Item Delivered,4/2/2025
902142,520576,Arrived Late,10/6/2024
902143,520583,Damaged/Defective,7/10/2025
902144,520585,Size/Fit Issue,12/27/2024
902145,528777,Quality Not As Expected,9/7/2024
902146,504204,Arrived Late,6/28/2024
902147,520595,Arrived Late,11/21/2023
902148,528789,Changed Mind,8/3/2024
902149,512408,Arrived Late,12/11/2024
902150,528798,Quality Not As Expected,12/16/2024
902151,504223,Damaged/Defective,12/27/2024
902152,504224,Arrived Late,4/25/2025
902153,520609,Quality Not As Expected,3/22/2025
902154,520611,Arrived Late,5/2/2024
902155,512422,Changed Mind,1/3/2025
902156,520614,Changed Mind,3/25/2025
902157,520616,Damaged/Defective,4/18/2025
902158,504233,Damaged/Defective,10/4/2024
902159,528810,Size/Fit Issue,6/5/2025
902160,504235,Quality Not As Expected,4/19/2025
902161,528812,Changed Mind,7/8/2022
902162,520618,Quality Not As Expected,1/11/2025
902163,504231,Changed Mind,10/20/2024
902164,520624,Arrived Late,6/26/2025
902165,528817,Quality Not As Expected,1/20/2025
902166,512434,Changed Mind,1/30/2023
902167,528820,Wrong Item Delivered,8/17/2025
902168,504245,Quality Not As Expected,6/27/2025
902169,520631,Changed Mind,9/25/2023
902170,528827,Damaged/Defective,4/10/2025
902171,512444,Size/Fit Issue,10/6/2024
902172,528830,Quality Not As Expected,3/28/2024
902173,520640,Quality Not As Expected,5/3/2023
902174,504258,Size/Fit Issue,7/9/2022
902175,528834,Damaged/Defective,6/27/2024
902176,512452,Changed Mind,12/5/2023
902177,520648,Quality Not As Expected,5/30/2023
902178,520650,Quality Not As Expected,1/18/2024
902179,520652,Size/Fit Issue,6/18/2024
902180,512461,Damaged/Defective,6/19/2024
902181,510540,Size/Fit Issue,2/6/2025
902182,520659,Wrong Item Delivered,1/3/2025
902183,512471,Wrong Item Delivered,10/26/2023
902184,520664,Wrong Item Delivered,5/25/2025
902185,512473,Quality Not As Expected,10/30/2024
902186,528857,Size/Fit Issue,2/11/2025
902187,512475,Damaged/Defective,5/11/2025
902188,512477,Damaged/Defective,5/13/2024
902189,504288,Wrong Item Delivered,9/3/2024
902190,512481,Wrong Item Delivered,3/20/2024
902191,528866,Size/Fit Issue,7/30/2025
902192,504289,Wrong Item Delivered,4/16/2024
902193,520676,Wrong Item Delivered,12/22/2024
902194,512484,Wrong Item Delivered,8/9/2025
902195,504294,Size/Fit Issue,5/1/2024
902196,504293,Damaged/Defective,12/22/2023
902197,504296,Damaged/Defective,2/14/2024
902198,504297,Quality Not As Expected,5/30/2025
902199,512491,Size/Fit Issue,1/10/2025
902200,528876,Arrived Late,4/8/2023
902201,512495,Wrong Item Delivered,9/17/2023
902202,512496,Quality Not As Expected,10/18/2024
902203,528887,Quality Not As Expected,4/11/2024
902204,512504,Size/Fit Issue,3/17/2023
902205,512503,Quality Not As Expected,11/23/2022
902206,520698,Damaged/Defective,8/24/2024
902207,512507,Arrived Late,10/11/2024
902208,512510,Quality Not As Expected,12/6/2024
902209,512513,Wrong Item Delivered,3/25/2025
902210,512515,Changed Mind,5/21/2024
902211,520709,Wrong Item Delivered,2/28/2024
902212,512518,Quality Not As Expected,9/17/2024
902213,504326,Size/Fit Issue,5/6/2025
902214,512523,Quality Not As Expected,5/6/2024
902215,520717,Size/Fit Issue,5/7/2025
902216,512528,Arrived Late,12/27/2024
902217,528913,Arrived Late,8/2/2023
902218,520721,Quality Not As Expected,6/14/2024
902219,528912,Quality Not As Expected,7/20/2025
902220,512533,Wrong Item Delivered,2/29/2024
902221,520725,Arrived Late,4/3/2024
902222,520731,Size/Fit Issue,2/24/2025
902223,512545,Wrong Item Delivered,2/19/2025
902224,520738,Damaged/Defective,12/18/2024
902225,520740,Changed Mind,1/31/2025
902226,512548,Size/Fit Issue,3/15/2025
902227,520742,Quality Not As Expected,7/15/2025
902228,528934,Wrong Item Delivered,2/26/2024
902229,512552,Changed Mind,11/25/2023
902230,528937,Size/Fit Issue,6/24/2024
902231,504365,Quality Not As Expected,10/26/2023
902232,512561,Damaged/Defective,1/21/2025
902233,528948,Wrong Item Delivered,9/17/2022
902234,528952,Wrong Item Delivered,9/16/2023
902235,520760,Wrong Item Delivered,9/19/2024
902236,528954,Quality Not As Expected,5/7/2025
902237,512579,Changed Mind,1/25/2025
902238,528964,Wrong Item Delivered,7/27/2022
902239,512588,Arrived Late,2/9/2024
902240,504402,Wrong Item Delivered,2/7/2024
902241,520789,Size/Fit Issue,10/1/2024
902242,512597,Changed Mind,5/31/2024
902243,512600,Quality Not As Expected,11/26/2024
902244,504409,Damaged/Defective,10/3/2024
902245,520795,Damaged/Defective,1/13/2025
902246,504415,Size/Fit Issue,3/18/2024
902247,512613,Arrived Late,2/11/2024
902248,512618,Wrong Item Delivered,6/24/2023
902249,520813,Quality Not As Expected,7/28/2025
902250,512624,Arrived Late,7/14/2025
902251,520816,Wrong Item Delivered,5/7/2024
902252,520819,Wrong Item Delivered,7/7/2025
902253,512627,Quality Not As Expected,7/23/2025
902254,504438,Quality Not As Expected,11/19/2024
902255,504439,Changed Mind,8/14/2023
902256,512632,Quality Not As Expected,9/4/2023
902257,529018,Wrong Item Delivered,7/1/2024
902258,504443,Changed Mind,3/25/2024
902259,520830,Arrived Late,7/2/2025
902260,512639,Size/Fit Issue,8/1/2025
902261,520832,Size/Fit Issue,3/21/2024
902262,520836,Size/Fit Issue,1/19/2025
902263,504452,Size/Fit Issue,1/12/2025
902264,529030,Wrong Item Delivered,7/13/2024
902265,529031,Arrived Late,3/19/2022
902266,520839,Changed Mind,6/25/2024
902267,504454,Wrong Item Delivered,10/29/2023
902268,504462,Wrong Item Delivered,8/23/2024
902269,512660,Arrived Late,5/29/2025
902270,520855,Changed Mind,7/5/2024
902271,512667,Size/Fit Issue,5/1/2025
902272,504476,Arrived Late,10/19/2022
902273,512669,Changed Mind,4/29/2024
902274,504478,Arrived Late,1/5/2025
902275,529055,Quality Not As Expected,8/7/2023
902276,512670,Changed Mind,1/26/2025
902277,512675,Size/Fit Issue,3/20/2025
902278,504484,Damaged/Defective,3/17/2025
902279,504485,Wrong Item Delivered,8/4/2024
902280,512679,Damaged/Defective,6/23/2024
902281,504489,Wrong Item Delivered,7/17/2025
902282,512686,Arrived Late,10/14/2022
902283,512687,Arrived Late,5/17/2025
902284,529070,Size/Fit Issue,1/9/2024
902285,520882,Damaged/Defective,12/22/2023
902286,512691,Size/Fit Issue,2/15/2025
902287,529076,Wrong Item Delivered,8/5/2025
902288,512696,Changed Mind,5/25/2023
902289,504504,Size/Fit Issue,4/24/2025
902290,529082,Size/Fit Issue,8/3/2025
902291,520893,Damaged/Defective,2/22/2024
902292,512701,Arrived Late,3/6/2024
902293,529087,Size/Fit Issue,3/17/2025
902294,520895,Arrived Late,12/26/2023
902295,529089,Quality Not As Expected,7/10/2025
902296,520898,Quality Not As Expected,11/22/2024
902297,529091,Damaged/Defective,10/20/2022
902298,520902,Quality Not As Expected,9/29/2023
902299,504519,Wrong Item Delivered,5/31/2024
902300,529096,Arrived Late,8/7/2022
902301,504518,Wrong Item Delivered,12/31/2024
902302,504527,Quality Not As Expected,1/16/2024
902303,504531,Arrived Late,8/1/2025
902304,529108,Quality Not As Expected,3/24/2025
902305,520918,Wrong Item Delivered,7/4/2025
902306,512728,Quality Not As Expected,4/28/2024
902307,520924,Quality Not As Expected,4/3/2024
902308,529116,Damaged/Defective,3/1/2024
902309,504543,Changed Mind,7/11/2024
902310,512736,Size/Fit Issue,4/9/2023
902311,520932,Damaged/Defective,9/3/2024
902312,504550,Wrong Item Delivered,4/8/2025
902313,529126,Arrived Late,5/22/2022
902314,529129,Damaged/Defective,12/6/2023
902315,520939,Size/Fit Issue,4/23/2024
902316,504559,Size/Fit Issue,6/6/2024
902317,529135,Size/Fit Issue,2/5/2024
902318,520945,Changed Mind,12/5/2024
902319,504561,Damaged/Defective,10/18/2024
902320,529139,Wrong Item Delivered,12/22/2024
902321,504563,Changed Mind,3/9/2024
902322,512763,Wrong Item Delivered,1/30/2025
902323,504572,Wrong Item Delivered,12/25/2024
902324,512764,Size/Fit Issue,5/7/2024
902325,520959,Changed Mind,6/11/2024
902326,529153,Wrong Item Delivered,12/8/2024
902327,520962,Arrived Late,7/6/2025
902328,529155,Wrong Item Delivered,1/14/2025
902329,504577,Wrong Item Delivered,7/16/2025
902330,529158,Arrived Late,6/7/2025
902331,529160,Wrong Item Delivered,6/23/2024
902332,512776,Quality Not As Expected,1/3/2024
902333,512777,Arrived Late,2/27/2024
902334,512778,Quality Not As Expected,11/1/2024
902335,504585,Arrived Late,8/16/2023
902336,529167,Size/Fit Issue,6/26/2023
902337,504592,Damaged/Defective,2/3/2025
902338,520977,Arrived Late,5/6/2023
902339,520980,Wrong Item Delivered,6/17/2025
902340,529177,Size/Fit Issue,6/6/2025
902341,529178,Arrived Late,7/4/2024
902342,512793,Changed Mind,4/14/2024
902343,504604,Quality Not As Expected,11/13/2024
902344,504606,Size/Fit Issue,1/5/2024
902345,512800,Changed Mind,7/25/2024
902346,520994,Arrived Late,3/13/2025
902347,520998,Wrong Item Delivered,12/22/2023
902348,512807,Quality Not As Expected,1/11/2025
902349,529193,Quality Not As Expected,10/7/2024
902350,529195,Arrived Late,1/8/2025
902351,512812,Arrived Late,4/4/2025
902352,512813,Damaged/Defective,5/5/2024
902353,521006,Quality Not As Expected,11/3/2024
902354,512814,Arrived Late,6/3/2025
902355,529200,Wrong Item Delivered,12/13/2024
902356,504626,Changed Mind,2/6/2023
902357,521012,Size/Fit Issue,11/23/2023
902358,521013,Damaged/Defective,8/11/2024
902359,521015,Damaged/Defective,1/31/2025
902360,512824,Arrived Late,10/18/2024
902361,512830,Changed Mind,5/2/2025
902362,504640,Damaged/Defective,5/5/2025
902363,512833,Wrong Item Delivered,9/25/2024
902364,521024,Size/Fit Issue,8/29/2024
902365,504641,Wrong Item Delivered,11/30/2024
902366,521029,Arrived Late,2/7/2025
902367,512837,Arrived Late,2/1/2025
902368,529224,Size/Fit Issue,12/24/2024
902369,521032,Quality Not As Expected,6/17/2024
902370,504650,Changed Mind,5/29/2024
902371,512843,Size/Fit Issue,11/13/2023
902372,529228,Arrived Late,8/25/2023
902373,521037,Quality Not As Expected,8/20/2024
902374,504658,Damaged/Defective,8/4/2025
902375,512850,Size/Fit Issue,4/18/2023
902376,521045,Size/Fit Issue,2/3/2025
902377,529239,Wrong Item Delivered,10/9/2024
902378,504664,Arrived Late,12/4/2023
902379,529242,Arrived Late,3/13/2024
902380,512859,Arrived Late,2/5/2025
902381,529244,Wrong Item Delivered,8/18/2025
902382,521052,Wrong Item Delivered,4/16/2025
902383,504666,Wrong Item Delivered,2/7/2024
902384,521050,Damaged/Defective,8/27/2023
902385,521054,Wrong Item Delivered,9/15/2024
902386,529249,Damaged/Defective,5/18/2025
902387,512865,Damaged/Defective,8/4/2025
902388,521057,Damaged/Defective,5/15/2023
902389,529243,Damaged/Defective,12/2/2024
902390,529258,Quality Not As Expected,6/13/2025
902391,512874,Changed Mind,7/20/2024
902392,521068,Changed Mind,3/15/2025
902393,504689,Damaged/Defective,12/24/2024
902394,512882,Arrived Late,5/11/2024
902395,504690,Damaged/Defective,1/31/2025
902396,529271,Arrived Late,3/3/2025
902397,529272,Size/Fit Issue,11/28/2023
902398,512890,Quality Not As Expected,5/3/2025
902399,521084,Size/Fit Issue,7/11/2024
902400,512893,Changed Mind,6/9/2024
902401,521086,Wrong Item Delivered,3/13/2025
902402,512895,Size/Fit Issue,6/10/2025
902403,529280,Arrived Late,1/25/2024
902404,529281,Changed Mind,6/6/2025
902405,512897,Damaged/Defective,1/5/2023
902406,521092,Changed Mind,8/31/2025
902407,512900,Damaged/Defective,9/26/2024
902408,504712,Size/Fit Issue,4/13/2022
902409,521098,Damaged/Defective,7/31/2025
902410,512907,Size/Fit Issue,5/24/2023
902411,504716,Damaged/Defective,5/11/2025
902412,512918,Size/Fit Issue,11/16/2024
902413,512919,Damaged/Defective,11/11/2024
902414,512920,Quality Not As Expected,1/24/2023
902415,504729,Size/Fit Issue,11/8/2023
902416,521113,Arrived Late,4/15/2025
902417,521112,Size/Fit Issue,10/28/2024
902418,521117,Quality Not As Expected,6/7/2025
902419,504734,Damaged/Defective,2/3/2025
902420,512927,Size/Fit Issue,8/18/2024
902421,529312,Quality Not As Expected,5/3/2024
902422,529313,Damaged/Defective,5/20/2025
902423,512930,Size/Fit Issue,8/8/2024
902424,529315,Quality Not As Expected,4/11/2024
902425,529317,Quality Not As Expected,4/21/2025
902426,529319,Damaged/Defective,4/28/2025
902427,521128,Damaged/Defective,5/9/2023
902428,504746,Size/Fit Issue,4/9/2025
902429,512939,Quality Not As Expected,2/2/2024
902430,512942,Arrived Late,8/23/2024
902431,521135,Changed Mind,7/31/2023
902432,521137,Wrong Item Delivered,6/17/2025
902433,529329,Size/Fit Issue,5/15/2025
902434,512949,Wrong Item Delivered,6/5/2025
902435,529334,Damaged/Defective,12/2/2024
902436,521144,Arrived Late,4/27/2023
902437,504761,Quality Not As Expected,9/2/2024
902438,504762,Size/Fit Issue,5/7/2024
902439,529342,Changed Mind,12/26/2023
902440,512958,Changed Mind,1/15/2025
902441,512962,Size/Fit Issue,8/22/2024
902442,512964,Damaged/Defective,1/28/2025
902443,521160,Changed Mind,3/29/2025
902444,504777,Damaged/Defective,8/11/2025
902445,504778,Arrived Late,12/5/2024
902446,529355,Size/Fit Issue,4/16/2024
902447,521163,Arrived Late,4/11/2024
902448,521165,Quality Not As Expected,9/9/2023
902449,512972,Changed Mind,9/15/2024
902450,529354,Wrong Item Delivered,1/10/2024
902451,529360,Quality Not As Expected,8/8/2024
902452,504791,Changed Mind,4/30/2022
902453,521180,Size/Fit Issue,11/2/2023
902454,512989,Changed Mind,1/14/2024
902455,504796,Wrong Item Delivered,4/6/2025
902456,529375,Quality Not As Expected,8/17/2025
902457,529373,Wrong Item Delivered,6/5/2023
902458,512994,Quality Not As Expected,7/5/2024
902459,521187,Damaged/Defective,7/7/2023
902460,521193,Size/Fit Issue,10/25/2022
902461,529386,Damaged/Defective,7/5/2024
902462,529385,Size/Fit Issue,4/30/2024
902463,521196,Size/Fit Issue,4/22/2025
902464,521198,Changed Mind,5/15/2025
902465,513008,Size/Fit Issue,6/22/2025
902466,521205,Arrived Late,7/8/2025
902467,513016,Quality Not As Expected,11/15/2022
902468,513018,Size/Fit Issue,5/22/2025
902469,504827,Changed Mind,12/9/2024
902470,521213,Size/Fit Issue,7/18/2023
902471,521214,Arrived Late,10/25/2022
902472,529410,Size/Fit Issue,5/15/2025
902473,504835,Wrong Item Delivered,9/27/2024
902474,521221,Quality Not As Expected,10/27/2022
902475,504844,Wrong Item Delivered,8/11/2025
902476,513036,Size/Fit Issue,10/31/2024
902477,521229,Quality Not As Expected,5/9/2025
902478,513040,Damaged/Defective,6/1/2025
902479,521235,Damaged/Defective,9/17/2023
902480,529438,Quality Not As Expected,1/14/2025
902481,504865,Damaged/Defective,3/6/2023
902482,504868,Wrong Item Delivered,11/8/2024
902483,513061,Changed Mind,1/3/2024
902484,521254,Wrong Item Delivered,6/11/2025
902485,521256,Changed Mind,9/3/2024
902486,513066,Size/Fit Issue,7/15/2023
902487,513068,Wrong Item Delivered,2/3/2024
902488,504877,Damaged/Defective,10/6/2023
902489,529456,Damaged/Defective,7/9/2025
902490,513073,Size/Fit Issue,4/11/2024
902491,513075,Damaged/Defective,8/11/2023
902492,513076,Arrived Late,2/5/2025
902493,513080,Quality Not As Expected,6/6/2024
902494,513083,Quality Not As Expected,6/15/2023
902495,504893,Wrong Item Delivered,5/23/2025
902496,513091,Wrong Item Delivered,6/14/2025
902497,504899,Wrong Item Delivered,3/4/2022
902498,521287,Arrived Late,6/20/2024
902499,513097,Size/Fit Issue,4/21/2024
902500,521293,Quality Not As Expected,3/10/2025
902501,521295,Arrived Late,11/17/2024
902502,521298,Quality Not As Expected,5/22/2025
902503,504921,Changed Mind,5/12/2025
902504,529499,Arrived Late,8/12/2023
902505,521311,Size/Fit Issue,11/24/2024
902506,529504,Changed Mind,7/29/2025
902507,504929,Damaged/Defective,9/20/2023
902508,521313,Quality Not As Expected,12/4/2024
902509,513122,Damaged/Defective,7/13/2025
902510,513123,Damaged/Defective,3/13/2023
902511,513125,Damaged/Defective,2/29/2024
902512,504933,Arrived Late,6/8/2024
902513,513128,Arrived Late,2/11/2025
902514,513130,Quality Not As Expected,7/18/2023
902515,513131,Quality Not As Expected,8/26/2024
902516,521324,Size/Fit Issue,8/6/2024
902517,529520,Size/Fit Issue,3/13/2024
902518,529525,Size/Fit Issue,11/3/2024
902519,513144,Arrived Late,6/14/2025
902520,513145,Wrong Item Delivered,8/20/2024
902521,521338,Arrived Late,4/1/2024
902522,513154,Arrived Late,11/18/2024
902523,529540,Arrived Late,7/27/2023
902524,513163,Damaged/Defective,11/25/2023
902525,513170,Wrong Item Delivered,1/3/2025
902526,504982,Quality Not As Expected,8/14/2024
902527,504983,Changed Mind,7/30/2024
902528,513175,Changed Mind,1/22/2025
902529,504986,Quality Not As Expected,6/13/2022
902530,521370,Arrived Late,7/20/2025
902531,513180,Changed Mind,2/9/2025
902532,513184,Size/Fit Issue,3/20/2025
